"日期","上座率","场均人次","票房占比","电影ID","电影名字","已上映天数","排片场次","排片占比","当日票房","当日总出票","当日总场次","出品国家","电影类别1","电影类别2","电影类别3","电影评分","男性占比","女性占比","节假日"
"105","0.6%","0.5","<0.1%","1424182","猎杀","上映8天","27","<0.1%","0.04","230.6万","36.9万","中国
","恐怖","惊悚","悬疑",,"0.402 ","0.402 ",
"105","0.5%","1.6","<0.1%","1284979","饥饿游戏：鸣鸟与蛇之歌","上映50天","5","<0.1%","0.04","230.6万","36.9万","美国
","动作","科幻","冒险","8","0.351 ","0.351 ",
"105","0.1%","0.2","<0.1%","1415055","冰建王国","上映19天","36","<0.1%","0.02","230.6万","36.9万","中国
","纪录片",,,,"0.273 ","0.273 ",
"105","0.4%","0.4","<0.1%","1450443","月光武士","上映22天","12","<0.1%","0.02","230.6万","36.9万","中国
","剧情",,,,"0.304 ","0.304 ",
"105","0.5%","0.3","<0.1%","1251043","合群路","上映25天","15","<0.1%","0.01","230.6万","36.9万","中国
","剧情","喜剧",,,"0.535 ","0.535 ",
"105","8.0%","6.0","<0.1%","1510511","我向星星许个愿","上映57天","1","<0.1%","0.01","230.6万","36.9万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
"105","0.2%","0.2","<0.1%","345319","爱情三点半","上映8天","13","<0.1%","0.0","230.6万","36.9万","中国
","爱情",,,,"0.422 ","0.422 ",
"105","0.1%","0.1","<0.1%","1428129","无价之宝","上映57天","8","<0.1%","0.0","230.6万","36.9万","中国
","剧情","家庭",,"9","0.346 ","0.346 ",
"105","1.8%","1.0","<0.1%","1502628","守护者","上映10天","1","<0.1%","0.0","230.6万","36.9万","中国
","剧情",,,,,,
"105","0.0%","<0.1","<0.1%","1475189","最后一夜","上映29天","22","<0.1%","0.0","230.6万","36.9万","中国
","爱情","喜剧",,,"0.439 ","0.439 ",
"105","0.1%","0.2","<0.1%","1455531","迷你特工队之汉堡大作战","上映56天","5","<0.1%","0.0","230.6万","36.9万","中国
","动画",,,"8","0.190 ","0.190 ",
"106","11.2%","17.1","38.2%","1458876","年会不能停！","上映9天","99964","23.7%","6898.01","444.6万","42.1万","中国
","喜剧","剧情",,"10","0.382 ","0.382 ","周六"
"106","8.0%","10.3","13.8%","1331905","金手指","上映8天","60794","14.4%","2491.78","444.6万","42.1万","中国","剧情","犯罪",,"9","0.439 ","0.439 ","周六"
"106","7.5%","7.7","9.6%","1413066","天降大任","上映1天","51417","12.2%","1740.41","444.6万","42.1万","中国
","喜剧","奇幻","冒险","9","0.240 ","0.240 ","周六"
"106","7.3%","8.2","8.7%","1207114","潜行","上映9天","49473","11.7%","1585.02","444.6万","42.1万","中国","剧情","犯罪","动作","9","0.439 ","0.439 ","周六"
"106","10.2%","11.3","6.2%","1385865","三大队","上映23天","23633","5.6%","1125.97","444.6万","42.1万","中国
","剧情","犯罪",,"9","0.389 ","0.389 ","周六"
"106","4.8%","5.6","6.0%","1461561","一闪一闪亮星星","上映8天","52036","12.3%","1083.53","444.6万","42.1万","中国
","爱情","奇幻",,"9","0.276 ","0.276 ","周六"
"106","8.3%","12.2","5.2%","1260081","海王2：失落的王国","上映18天","19766","4.6%","951.22","444.6万","42.1万","美国
","动作","冒险","奇幻","9","0.490 ","0.490 ","周六"
"106","10.7%","19.0","3.3%","1504098","泰勒·斯威夫特：时代巡回演唱会","上映7天","6537","1.5%","607.26","444.6万","42.1万","美国
","音乐","纪录片",,"10","0.312 ","0.312 ","周六"
"106","7.1%","6.7","2.6%","1463744","非诚勿扰3","上映8天","17318","4.1%","486.43","444.6万","42.1万","中国
","喜剧","爱情",,"9","0.392 ","0.392 ","周六"
"106","4.5%","4.4","1.5%","1431800","舒克贝塔·五角飞碟","上映8天","17809","4.2%","286.46","444.6万","42.1万","中国
","动画","喜剧","冒险","9","0.261 ","0.261 ","周六"
"106","7.8%","8.0","0.7%","1482315","名侦探柯南：黑铁的鱼影","上映22天","5032","1.1%","131.64","444.6万","42.1万","日本
","动画","悬疑","动作","9","0.456 ","0.456 ","周六"
"106","7.1%","7.0","0.5%","1479147","照明商店","上映30天","3842","0.9%","106.46","444.6万","42.1万","中国
","剧情",,,"9","0.260 ","0.260 ","周六"
"106","79.5%","55.9","0.3%","1462645","孤军","上映10天","222","<0.1%","63.63","444.6万","42.1万","中国
","剧情",,,,"0.485 ","0.485 ","周六"
"106","44.9%","52.3","0.2%","1431886","志愿军：雄兵出击","上映101天","37","<0.1%","51.97","444.6万","42.1万","中国
","剧情","历史","战争","10","0.465 ","0.465 ","周六"
"106","19.0%","30.2","0.2%","1509537","人民万岁","上映12天","397","<0.1%","49.46","444.6万","42.1万","中国
","纪录片",,,,"0.686 ","0.686 ","周六"
"106","1.8%","181.5","0.2%","1482089","我本是高山","上映44天","60","<0.1%","40.2","444.6万","42.1万","中国
","剧情",,,,"0.277 ","0.277 ","周六"
"106","11.5%","11.4","0.1%","1218085","旺卡","上映30天","651","0.1%","29.44","444.6万","42.1万","美国
","冒险","喜剧","家庭","9","0.260 ","0.260 ","周六"
"106","4.8%","5.0","0.1%","1441467","怒潮","上映22天","1409","0.3%","28.57","444.6万","42.1万","中国
","犯罪","动作",,"9","0.378 ","0.378 ","周六"
"106","14.2%","13.7","0.1%","1459756","狗神","上映23天","491","0.1%","28.32","444.6万","42.1万","法国
","犯罪","剧情",,"9","0.311 ","0.311 ","周六"
"106","37.5%","32.2","0.1%","1487331","金色面具英雄","上映9天","207","<0.1%","21.78","444.6万","42.1万","中国","动画","奇幻","冒险",,"0.345 ","0.345 ","周六"
"106","4.0%","4.2","<0.1%","1490806","蜡笔小新：新次元！超能力大决战","上映43天","1405","0.3%","16.64","444.6万","42.1万","日本
","动画","喜剧","奇幻","9","0.386 ","0.386 ","周六"
"106","9.5%","20.3","<0.1%","1474410","爆裂点","上映30天","172","<0.1%","16.09","444.6万","42.1万","中国","动作","警匪",,"9","0.408 ","0.408 ","周六"
"106","6.0%","5.4","<0.1%","1493351","飞鸭向前冲","上映30天","520","0.1%","9.72","444.6万","42.1万","美国
","动画","喜剧",,"9","0.245 ","0.245 ","周六"
"106","56.6%","45.4","<0.1%","1182736","等你醒来","上映72天","5","<0.1%","6.33","444.6万","42.1万","中国
","剧情",,,,,,"周六"
"106","3.4%","3.2","<0.1%","1451694","再见，李可乐","上映37天","484","0.1%","6.13","444.6万","42.1万","中国
","剧情","家庭",,"9","0.228 ","0.228 ","周六"
"106","10.9%","11.5","<0.1%","1457792","汪汪队立大功大电影2：超能大冒险","上映100天","160","<0.1%","5.96","444.6万","42.1万","美国","动画",,,"9","0.235 ","0.235 ","周六"
"106","91.7%","83.6","<0.1%","1413914","幸福小马灯","上映101天","7","<0.1%","3.8","444.6万","42.1万","中国
","剧情","喜剧","爱情",,"0.458 ","0.458 ","周六"
"106","25.9%","43.1","<0.1%","1461204","仲肯","上映27天","18","<0.1%","3.0","444.6万","42.1万","中国
","剧情",,,,"0.327 ","0.327 ","周六"
"106","2.5%","3.2","<0.1%","1229055","寒单","上映2天","261","<0.1%","2.84","444.6万","42.1万","中国
","剧情",,,,"0.452 ","0.452 ","周六"
"106","76.9%","29.5","<0.1%","1397232","少年先锋","上映28天","29","<0.1%","2.65","444.6万","42.1万","中国
","剧情","儿童",,,"0.299 ","0.299 ","周六"
"106","28.5%","26.7","<0.1%","1418965","玩转门神","上映2天","26","<0.1%","2.09","444.6万","42.1万","中国
","剧情","喜剧",,,"0.325 ","0.325 ","周六"
"106","5.8%","4.6","<0.1%","1481790","星愿","上映44天","86","<0.1%","1.68","444.6万","42.1万","美国
","动画",,,"9","0.203 ","0.203 ","周六"
"106","5.7%","4.4","<0.1%","1298381","涉过愤怒的海","上映43天","75","<0.1%","1.55","444.6万","42.1万","中国
","剧情","犯罪","悬疑","9","0.317 ","0.317 ","周六"
"106","41.3%","45.6","<0.1%","1206962","喜马拉雅之灵","上映51天","8","<0.1%","1.28","444.6万","42.1万","中国
","剧情",,,,"0.336 ","0.336 ","周六"
"106","24.8%","59.3","<0.1%","1487818","烽火塘田","上映58天","4","<0.1%","1.18","444.6万","42.1万","中国
","革命","历史",,,"0.478 ","0.478 ","周六"
"106","0.2%","0.9","<0.1%","1515688","战歌行","上映3天","423","0.1%","1.14","444.6万","42.1万","中国
","剧情",,,,"0.367 ","0.367 ","周六"
"106","2.3%","2.4","<0.1%","1505746","诡摇铃","上映30天","135","<0.1%","0.89","444.6万","42.1万","中国
","恐怖","惊悚",,,"0.386 ","0.386 ","周六"
"106","0.2%","6.3","<0.1%","1198835","极限奇援","点映","45","<0.1%","0.85","444.6万","42.1万","中国
","动作","悬疑","喜剧",,"0.351 ","0.351 ","周六"
"106","83.3%","87.5","<0.1%","1343888","逆境追凶","上映23天","2","<0.1%","0.71","444.6万","42.1万","中国
","剧情","犯罪","悬疑",,"0.412 ","0.412 ","周六"
"106","2.3%","2.2","<0.1%","1355509","消失的收藏家","上映16天","108","<0.1%","0.66","444.6万","42.1万","中国
","剧情",,,,"0.428 ","0.428 ","周六"
"106","9.9%","9.4","<0.1%","1414041","汉文皇后（戏曲 越剧）","上映20天","20","<0.1%","0.64","444.6万","42.1万","中国
","剧情",,,,"0.140 ","0.140 ","周六"
"106","5.9%","5.1","<0.1%","1244","红猪","上映51天","28","<0.1%","0.63","444.6万","42.1万","日本
","动画","冒险",,"9","0.442 ","0.442 ","周六"
"106","1.4%","1.4","<0.1%","1359725","瞒天过海","上映30天","98","<0.1%","0.56","444.6万","42.1万","中国
","剧情","悬疑","犯罪","9","0.240 ","0.240 ","周六"
"106","37.2%","29.6","<0.1%","1366178","夜幕将至","点映","5","<0.1%","0.46","444.6万","42.1万","中国
","剧情",,,,"0.573 ","0.573 ","周六"
"106","5.5%","8.3","<0.1%","1458940","江豚·风时舞","点映","14","<0.1%","0.42","444.6万","42.1万","中国
","动画","爱情","奇幻","7","0.312 ","0.312 ","周六"
"106","1.9%","5.0","<0.1%","1284979","饥饿游戏：鸣鸟与蛇之歌","上映51天","6","<0.1%","0.19","444.6万","42.1万","美国
","动作","科幻","冒险","8","0.351 ","0.351 ","周六"
"106","4.4%","4.7","<0.1%","1299292","天下无敌","上映10天","13","<0.1%","0.18","444.6万","42.1万","中国
","武侠",,,,"0.535 ","0.535 ","周六"
"106","6.0%","10.7","<0.1%","1446134","开山人","上映40天","3","<0.1%","0.12","444.6万","42.1万","中国
","剧情","动作","现实","9","0.456 ","0.456 ","周六"
"106","4.6%","5.4","<0.1%","1450443","月光武士","上映23天","8","<0.1%","0.12","444.6万","42.1万","中国
","剧情",,,,"0.304 ","0.304 ","周六"
"106","1.0%","1.1","<0.1%","1424182","猎杀","上映9天","26","<0.1%","0.09","444.6万","42.1万","中国
","恐怖","惊悚","悬疑",,"0.402 ","0.402 ","周六"
"106","3.5%","6.7","<0.1%","1398580","小马鞭","上映83天","3","<0.1%","0.08","444.6万","42.1万","中国
","剧情","儿童",,,"0.300 ","0.300 ","周六"
"106","2.2%","1.4","<0.1%","1251043","合群路","上映26天","8","<0.1%","0.04","444.6万","42.1万","中国
","剧情","喜剧",,,"0.535 ","0.535 ","周六"
"106","0.3%","0.6","<0.1%","1461252","兄弟，请注意","上映7天","21","<0.1%","0.04","444.6万","42.1万",,,,,,,,"周六"
"106","0.8%","0.9","<0.1%","1466190","安国夫人（戏曲 京剧）","上映26天","8","<0.1%","0.03","444.6万","42.1万","中国
","戏曲",,,,"0.363 ","0.363 ","周六"
"106","1.0%","1.3","<0.1%","1300093","吾爱敦煌","上映51天","6","<0.1%","0.02","444.6万","42.1万","中国
","剧情","传记","历史",,"0.230 ","0.230 ","周六"
"106","0.7%","1.4","<0.1%","1216449","刀尖","上映44天","7","<0.1%","0.02","444.6万","42.1万","中国
","谍战",,,,"0.424 ","0.424 ","周六"
"106","0.7%","0.8","<0.1%","1455531","迷你特工队之汉堡大作战","上映57天","9","<0.1%","0.02","444.6万","42.1万","中国
","动画",,,"8","0.190 ","0.190 ","周六"
"106","14.2%","9.0","<0.1%","1366363","烟火人间","点映","1","<0.1%","0.02","444.6万","42.1万","中国
","纪录片",,,,"0.335 ","0.335 ","周六"
"106","0.3%","0.2","<0.1%","1430688","热搜","上映38天","11","<0.1%","0.0","444.6万","42.1万","中国
","剧情","犯罪",,"9","0.266 ","0.266 ","周六"
"106","0.1%","<0.1","<0.1%","1475189","最后一夜","上映30天","20","<0.1%","0.0","444.6万","42.1万","中国
","爱情","喜剧",,,"0.439 ","0.439 ","周六"
"106","0.0%","<0.1","<0.1%","1415055","冰建王国","上映20天","15","<0.1%","0.0","444.6万","42.1万","中国
","纪录片",,,,"0.273 ","0.273 ","周六"
"106","0.6%","0.0","<0.1%","1394087","大工斩玉","上映29天","1","<0.1%","0.0","444.6万","42.1万","中国
","纪录片",,,,"0.286 ","0.286 ","周六"
"107","8.9%","13.7","40.4%","1458876","年会不能停！","上映10天","103412","25.2%","5679.88","348.6万","40.9万","中国
","喜剧","剧情",,"10","0.382 ","0.382 ","周日"
"107","6.5%","8.2","14.2%","1331905","金手指","上映9天","61219","14.9%","2000.5","348.6万","40.9万","中国","剧情","犯罪",,"9","0.439 ","0.439 ","周日"
"107","6.3%","7.1","9.8%","1207114","潜行","上映10天","50143","12.2%","1382.57","348.6万","40.9万","中国","剧情","犯罪","动作","9","0.439 ","0.439 ","周日"
"107","7.6%","8.4","6.5%","1385865","三大队","上映24天","25792","6.3%","917.94","348.6万","40.9万","中国
","剧情","犯罪",,"9","0.389 ","0.389 ","周日"
"107","3.5%","4.1","5.3%","1461561","一闪一闪亮星星","上映9天","49917","12.2%","753.03","348.6万","40.9万","中国
","爱情","奇幻",,"9","0.276 ","0.276 ","周日"
"107","6.2%","8.8","5.2%","1260081","海王2：失落的王国","上映19天","21408","5.2%","740.56","348.6万","40.9万","美国
","动作","冒险","奇幻","9","0.490 ","0.490 ","周日"
"107","5.1%","5.1","5.0%","1413066","天降大任","上映2天","31746","7.7%","712.89","348.6万","40.9万","中国
","喜剧","奇幻","冒险","9","0.240 ","0.240 ","周日"
"107","6.0%","5.6","2.9%","1463744","非诚勿扰3","上映9天","17680","4.3%","408.41","348.6万","40.9万","中国
","喜剧","爱情",,"9","0.392 ","0.392 ","周日"
"107","6.8%","12.2","2.8%","1504098","泰勒·斯威夫特：时代巡回演唱会","上映8天","6622","1.6%","393.27","348.6万","40.9万","美国
","音乐","纪录片",,"10","0.312 ","0.312 ","周日"
"107","6.1%","5.9","2.2%","1431800","舒克贝塔·五角飞碟","上映9天","14900","3.6%","319.94","348.6万","40.9万","中国
","动画","喜剧","冒险","9","0.261 ","0.261 ","周日"
"107","6.3%","6.3","0.8%","1482315","名侦探柯南：黑铁的鱼影","上映23天","6145","1.5%","126.24","348.6万","40.9万","日本
","动画","悬疑","动作","9","0.456 ","0.456 ","周日"
"107","98.1%","60.5","0.6%","1462645","孤军","上映11天","284","<0.1%","90.44","348.6万","40.9万","中国
","剧情",,,,"0.485 ","0.485 ","周日"
"107","4.9%","4.7","0.6%","1479147","照明商店","上映31天","4523","1.1%","84.4","348.6万","40.9万","中国
","剧情",,,"9","0.260 ","0.260 ","周日"
"107","20.9%","25.2","0.2%","1509537","人民万岁","上映13天","405","<0.1%","40.82","348.6万","40.9万","中国
","纪录片",,,,"0.686 ","0.686 ","周日"
"107","2.6%","158.5","0.2%","1482089","我本是高山","上映45天","69","<0.1%","40.38","348.6万","40.9万","中国
","剧情",,,,"0.277 ","0.277 ","周日"
"107","4.1%","4.1","0.2%","1441467","怒潮","上映23天","1729","0.4%","28.6","348.6万","40.9万","中国
","犯罪","动作",,"9","0.378 ","0.378 ","周日"
"107","10.7%","9.8","0.1%","1459756","狗神","上映24天","631","0.1%","25.45","348.6万","40.9万","法国
","犯罪","剧情",,"9","0.311 ","0.311 ","周日"
"107","38.0%","33.4","0.1%","1487331","金色面具英雄","上映10天","223","<0.1%","25.0","348.6万","40.9万","中国","动画","奇幻","冒险",,"0.345 ","0.345 ","周日"
"107","8.8%","8.8","0.1%","1218085","旺卡","上映31天","727","0.1%","24.86","348.6万","40.9万","美国
","冒险","喜剧","家庭","9","0.260 ","0.260 ","周日"
"107","3.6%","3.5","0.1%","1490806","蜡笔小新：新次元！超能力大决战","上映44天","1823","0.4%","18.16","348.6万","40.9万","日本
","动画","喜剧","奇幻","9","0.386 ","0.386 ","周日"
"107","10.0%","19.1","0.1%","1474410","爆裂点","上映31天","184","<0.1%","16.35","348.6万","40.9万","中国","动作","警匪",,"9","0.408 ","0.408 ","周日"
"107","6.3%","5.6","<0.1%","1493351","飞鸭向前冲","上映31天","676","0.1%","12.73","348.6万","40.9万","美国
","动画","喜剧",,"9","0.245 ","0.245 ","周日"
"107","9.9%","9.8","<0.1%","1457792","汪汪队立大功大电影2：超能大冒险","上映101天","216","<0.1%","6.88","348.6万","40.9万","美国","动画",,,"9","0.235 ","0.235 ","周日"
"107","2.7%","2.4","<0.1%","1451694","再见，李可乐","上映38天","587","0.1%","5.54","348.6万","40.9万","中国
","剧情","家庭",,"9","0.228 ","0.228 ","周日"
"107","20.2%","35.6","<0.1%","1461204","仲肯","上映28天","22","<0.1%","3.03","348.6万","40.9万","中国
","剧情",,,,"0.327 ","0.327 ","周日"
"107","5.7%","5.5","<0.1%","1481790","星愿","上映45天","121","<0.1%","2.44","348.6万","40.9万","美国
","动画",,,"9","0.203 ","0.203 ","周日"
"107","42.1%","57.1","<0.1%","1397232","少年先锋","上映29天","13","<0.1%","2.22","348.6万","40.9万","中国
","剧情","儿童",,,"0.299 ","0.299 ","周日"
"107","56.6%","50.0","<0.1%","1182736","等你醒来","上映73天","1","<0.1%","2.0","348.6万","40.9万","中国
","剧情",,,,,,"周日"
"107","2.3%","2.3","<0.1%","1229055","寒单","上映3天","211","<0.1%","1.62","348.6万","40.9万","中国
","剧情",,,,"0.452 ","0.452 ","周日"
"107","47.8%","63.7","<0.1%","1366178","夜幕将至","点映","6","<0.1%","1.42","348.6万","40.9万","中国
","剧情",,,,"0.573 ","0.573 ","周日"
"107","30.8%","26.5","<0.1%","1418965","玩转门神","上映3天","17","<0.1%","1.35","348.6万","40.9万","中国
","剧情","喜剧",,,"0.325 ","0.325 ","周日"
"107","3.4%","2.8","<0.1%","1298381","涉过愤怒的海","上映44天","95","<0.1%","1.21","348.6万","40.9万","中国
","剧情","犯罪","悬疑","9","0.317 ","0.317 ","周日"
"107","16.9%","14.6","<0.1%","1414041","汉文皇后（戏曲 越剧）","上映21天","18","<0.1%","1.11","348.6万","40.9万","中国
","剧情",,,,"0.140 ","0.140 ","周日"
"107","70.1%","79.8","<0.1%","1366363","烟火人间","点映","4","<0.1%","0.97","348.6万","40.9万","中国
","纪录片",,,,"0.335 ","0.335 ","周日"
"107","1.4%","1.4","<0.1%","1359725","瞒天过海","上映31天","137","<0.1%","0.8","348.6万","40.9万","中国
","剧情","悬疑","犯罪","9","0.240 ","0.240 ","周日"
"107","4.6%","4.6","<0.1%","1244","红猪","上映52天","34","<0.1%","0.63","348.6万","40.9万","日本
","动画","冒险",,"9","0.442 ","0.442 ","周日"
"107","0.1%","0.5","<0.1%","1515688","战歌行","上映4天","430","0.1%","0.59","348.6万","40.9万","中国
","剧情",,,,"0.367 ","0.367 ","周日"
"107","88.8%","98.0","<0.1%","5664","功夫皇帝方世玉","展映","1","<0.1%","0.59","348.6万","40.9万","中国
",,,,,,,"周日"
"107","1.5%","1.6","<0.1%","1505746","诡摇铃","上映31天","128","<0.1%","0.56","348.6万","40.9万","中国
","恐怖","惊悚",,,"0.386 ","0.386 ","周日"
"107","1.6%","1.5","<0.1%","1355509","消失的收藏家","上映17天","123","<0.1%","0.51","348.6万","40.9万","中国
","剧情",,,,"0.428 ","0.428 ","周日"
"107","7.9%","9.4","<0.1%","1458940","江豚·风时舞","点映","13","<0.1%","0.43","348.6万","40.9万","中国
","动画","爱情","奇幻","7","0.312 ","0.312 ","周日"
"107","45.7%","54.0","<0.1%","1490912","狭路“箱”逢","上映24天","1","<0.1%","0.19","348.6万","40.9万","中国
","喜剧",,,,"0.361 ","0.361 ","周日"
"107","19.2%","60.0","<0.1%","1469906","深城树下","点映","1","<0.1%","0.12","348.6万","40.9万","中国
","剧情",,,,"0.353 ","0.353 ","周日"
"107","1.8%","7.8","<0.1%","1446134","开山人","上映41天","4","<0.1%","0.11","348.6万","40.9万","中国
","剧情","动作","现实","9","0.456 ","0.456 ","周日"
"107","1.2%","2.4","<0.1%","1455531","迷你特工队之汉堡大作战","上映58天","12","<0.1%","0.09","348.6万","40.9万","中国
","动画",,,"8","0.190 ","0.190 ","周日"
"107","4.5%","5.3","<0.1%","1398580","小马鞭","上映84天","4","<0.1%","0.08","348.6万","40.9万","中国
","剧情","儿童",,,"0.300 ","0.300 ","周日"
"107","0.3%","1.1","<0.1%","1461252","兄弟，请注意","上映8天","28","<0.1%","0.08","348.6万","40.9万",,,,,,,,"周日"
"107","0.7%","1.0","<0.1%","1284979","饥饿游戏：鸣鸟与蛇之歌","上映52天","12","<0.1%","0.07","348.6万","40.9万","美国
","动作","科幻","冒险","8","0.351 ","0.351 ","周日"
"107","1.0%","0.9","<0.1%","1300093","吾爱敦煌","上映52天","12","<0.1%","0.05","348.6万","40.9万","中国
","剧情","传记","历史",,"0.230 ","0.230 ","周日"
"107","0.3%","0.3","<0.1%","1198835","极限奇援","点映","40","<0.1%","0.04","348.6万","40.9万","中国
","动作","悬疑","喜剧",,"0.351 ","0.351 ","周日"
"107","1.2%","0.8","<0.1%","1299292","天下无敌","上映11天","16","<0.1%","0.02","348.6万","40.9万","中国
","武侠",,,,"0.535 ","0.535 ","周日"
"107","0.1%","0.2","<0.1%","1424182","猎杀","上映10天","24","<0.1%","0.01","348.6万","40.9万","中国
","恐怖","惊悚","悬疑",,"0.402 ","0.402 ","周日"
"107","2.5%","1.3","<0.1%","1280203","开国将帅授衔1955","上映45天","4","<0.1%","0.01","348.6万","40.9万","中国
","历史","剧情","战争",,"0.646 ","0.646 ","周日"
"107","0.9%","0.8","<0.1%","1450443","月光武士","上映24天","5","<0.1%","0.01","348.6万","40.9万","中国
","剧情",,,,"0.304 ","0.304 ","周日"
"107","1.3%","2.0","<0.1%","1397103","古庙迷杀","上映52天","2","<0.1%","0.0","348.6万","40.9万","中国
","恐怖","惊悚",,,"0.371 ","0.371 ","周日"
"107","0.0%","0.1","<0.1%","1415055","冰建王国","上映21天","16","<0.1%","0.0","348.6万","40.9万","中国
","纪录片",,,,"0.273 ","0.273 ","周日"
"107","0.4%","0.2","<0.1%","1432552","追·寻","上映3天","10","<0.1%","0.0","348.6万","40.9万","中国
","纪录片",,,,"0.451 ","0.451 ","周日"
"107","0.5%","0.3","<0.1%","1504448","蚂蚁传奇之终极一战","上映30天","3","<0.1%","0.0","348.6万","40.9万","中国
","剧情","动画","儿童",,"0.229 ","0.229 ","周日"
"107","0.7%","0.0","<0.1%","1430688","热搜","上映39天","8","<0.1%","0.0","348.6万","40.9万","中国
","剧情","犯罪",,"9","0.266 ","0.266 ","周日"
"108","3.8%","5.7","38.4%","1458876","年会不能停！","上映11天","95620","27.2%","2151.75","142.3万","35.1万","中国
","喜剧","剧情",,"10","0.382 ","0.382 ",
"108","3.4%","4.3","17.0%","1331905","金手指","上映10天","57150","16.2%","955.85","142.3万","35.1万","中国","剧情","犯罪",,"9","0.439 ","0.439 ",
"108","3.5%","3.8","12.6%","1207114","潜行","上映11天","48253","13.7%","710.4","142.3万","35.1万","中国","剧情","犯罪","动作","9","0.439 ","0.439 ",
"108","3.3%","3.7","7.1%","1385865","三大队","上映25天","26299","7.4%","399.8","142.3万","35.1万","中国
","剧情","犯罪",,"9","0.389 ","0.389 ",
"108","1.8%","2.1","6.0%","1461561","一闪一闪亮星星","上映10天","43406","12.3%","339.79","142.3万","35.1万","中国
","爱情","奇幻",,"9","0.276 ","0.276 ",
"108","2.3%","3.2","4.4%","1260081","海王2：失落的王国","上映20天","20578","5.8%","251.02","142.3万","35.1万","美国
","动作","冒险","奇幻","9","0.490 ","0.490 ",
"108","2.9%","2.8","3.4%","1463744","非诚勿扰3","上映10天","16969","4.8%","191.57","142.3万","35.1万","中国
","喜剧","爱情",,"9","0.392 ","0.392 ",
"108","98.6%","68.3","2.3%","1462645","孤军","上映12天","408","0.1%","134.26","142.3万","35.1万","中国
","剧情",,,,"0.485 ","0.485 ",
"108","2.4%","3.7","1.7%","1504098","泰勒·斯威夫特：时代巡回演唱会","上映9天","5841","1.6%","97.38","142.3万","35.1万","美国
","音乐","纪录片",,"10","0.312 ","0.312 ",
"108","19.8%","20.9","0.8%","1509537","人民万岁","上映14天","563","0.1%","48.67","142.3万","35.1万","中国
","纪录片",,,,"0.686 ","0.686 ",
"108","2.7%","2.5","0.8%","1479147","照明商店","上映32天","4520","1.2%","45.51","142.3万","35.1万","中国
","剧情",,,"9","0.260 ","0.260 ",
"108","28.0%","66.7","0.7%","1482089","我本是高山","上映46天","168","<0.1%","42.54","142.3万","35.1万","中国
","剧情",,,,"0.277 ","0.277 ",
"108","55.2%","49.9","0.6%","1487331","金色面具英雄","上映11天","191","<0.1%","34.11","142.3万","35.1万","中国","动画","奇幻","冒险",,"0.345 ","0.345 ",
"108","2.2%","2.2","0.5%","1482315","名侦探柯南：黑铁的鱼影","上映24天","4510","1.2%","31.66","142.3万","35.1万","日本
","动画","悬疑","动作","9","0.456 ","0.456 ",
"108","1.2%","1.1","0.4%","1431800","舒克贝塔·五角飞碟","上映10天","5490","1.5%","23.5","142.3万","35.1万","中国
","动画","喜剧","冒险","9","0.261 ","0.261 ",
"108","2.1%","2.0","0.3%","1441467","怒潮","上映24天","2207","0.6%","18.14","142.3万","35.1万","中国
","犯罪","动作",,"9","0.378 ","0.378 ",
"108","14.0%","19.0","0.2%","1474410","爆裂点","上映32天","177","<0.1%","15.31","142.3万","35.1万","中国","动作","警匪",,"9","0.408 ","0.408 ",
"108","0.4%","0.4","0.2%","1413066","天降大任","上映3天","9124","2.5%","13.31","142.3万","35.1万","中国
","喜剧","奇幻","冒险","9","0.240 ","0.240 ",
"108","3.4%","3.3","0.1%","1459756","狗神","上映25天","728","0.2%","8.98","142.3万","35.1万","法国
","犯罪","剧情",,"9","0.311 ","0.311 ",
"108","4.2%","4.0","0.1%","1218085","旺卡","上映32天","380","0.1%","5.92","142.3万","35.1万","美国
","冒险","喜剧","家庭","9","0.260 ","0.260 ",
"108","19.0%","37.1","<0.1%","1461204","仲肯","上映29天","29","<0.1%","4.2","142.3万","35.1万","中国
","剧情",,,,"0.327 ","0.327 ",
"108","1.2%","1.1","<0.1%","1451694","再见，李可乐","上映39天","626","0.1%","2.69","142.3万","35.1万","中国
","剧情","家庭",,"9","0.228 ","0.228 ",
"108","1.9%","2.2","<0.1%","1229055","寒单","上映4天","217","<0.1%","2.21","142.3万","35.1万","中国
","剧情",,,,"0.452 ","0.452 ",
"108","1.0%","0.9","<0.1%","1490806","蜡笔小新：新次元！超能力大决战","上映45天","736","0.2%","1.96","142.3万","35.1万","日本
","动画","喜剧","奇幻","9","0.386 ","0.386 ",
"108","35.2%","61.8","<0.1%","1397232","少年先锋","上映30天","9","<0.1%","1.69","142.3万","35.1万","中国
","剧情","儿童",,,"0.299 ","0.299 ",
"108","61.1%","70.4","<0.1%","1366178","夜幕将至","点映","5","<0.1%","1.64","142.3万","35.1万","中国
","剧情",,,,"0.573 ","0.573 ",
"108","15.6%","12.8","<0.1%","1414041","汉文皇后（戏曲 越剧）","上映22天","28","<0.1%","1.14","142.3万","35.1万","中国
","剧情",,,,"0.140 ","0.140 ",
"108","1.4%","1.2","<0.1%","1298381","涉过愤怒的海","上映45天","148","<0.1%","0.78","142.3万","35.1万","中国
","剧情","犯罪","悬疑","9","0.317 ","0.317 ",
